"objectid","parking_space_id","post_id","ms_pay_station_id","ms_space_num","sensor_flag","on_offstreet_type","osp_id","jurisdiction","pm_district_id","blockface_id","active_meter_flag","reason_code","smart_meter_flag","meter_type","meter_vendor","meter_model","cap_color","pco_beat","old_rate_area","street_id","street_name","street_num","parity_digit_position","street_seg_ctrln_id","orientation","longitude","latitude","legislation_ref","legislation_dt","work_order","comments","collection_route","collection_subroute","pmr_route","nfc_key","spt_code","collection_route_desc","collection_subroute_desc","shape","data_as_of","data_loaded_at","analysis_neighborhood","supervisor_district",":@computed_region_ajp5_b2md",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq"
"156486",,"500-05160","-","0",,"ON",,"SFMTA","1","500052","M","-",,"SS","IPS","M5","Yellow",,,"500","JACKSON ST","516",,"7367000",,"-122.40411259950001","37.7963802022",,,,,"DPT MOS","DPT MOS","G-3",,,,,"POINT (-122.4041126 37.796380202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","106","106","6","3"
"159539",,"415-14180","-","0",,"ON",,"SFMTA","5","415142","M","-",,"SS","IPS","M5","Grey",,,"415","FILLMORE ST","1418",,"5545000",,"-122.43255530270001","37.7828822982",,,,,"102","102-51","C-3",,,"Fillmore Flats: 1000 - 1500","Fillmore Flats","POINT (-122.432555303 37.782882298)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","5","39","97","97","4","11"
"155642",,"464-05320","-","0",,"ON",,"SFMTA","3","464052","M","-",,"SS","IPS","M5","Grey",,,"464","HAYES ST","532",,"6817000",,"-122.4258509214","37.7765791834",,,,,"411","411-2","J-5",,,"Gough St: Unit - 500","Hayes / Fell / Oak","POINT (-122.425850921 37.776579183)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","22","22","4","11"
"157060",,"571-00030","-","0",,"ON",,"SFMTA","1","571001","M","-",,"SS","IPS","M5","Yellow",,,"571","MONTGOMERY ST","3",,"9297000",,"-122.40210079750001","37.7892730021",,,,,"221","221-1","I-2",,,"Montgomery St: Unit - 600","Montgomery: Unit - 600","POINT (-122.402100797 37.789273002)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"152693",,"470-09640","-","0",,"ON",,"SFMTA","14","470092","T","UX",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","964",,"7042000",,"-122.4064185002","37.780435598400004",,,,,"431","431-2","N-3",,,"Howard St: 800 - 1600","Howard 1400-900","POINT (-122.4064185 37.780435598)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"154175",,"208-02590","-","0",,"ON",,"SFMTA","14","208021","M","UV",,"SS","IPS","M5","Grey",,,"208","08TH ST","259",,"411000",,"-122.4103335028","37.775318999700005",,,,,"DPT MOS","DPT MOS","N-2",,,,,"POINT (-122.410333503 37.775319)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"156248",,"415-13230","-","0",,"ON",,"SFMTA","5","415131","T","UY",,"SS","IPS","M5","Grey",,,"415","FILLMORE ST","1323",,"5544000",,"-122.4325230994","37.7820522998",,,,,"DPT MOS","DPT MOS","C-3",,,,,"POINT (-122.432523099 37.7820523)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","5","39","97","97","4","11"
"151105",,"224-39480","-","0",,"ON",,"SFMTA","28","224392","M","-",,"SS","IPS","M5","Yellow",,,"224","24TH ST","3948",,"1361000",,"-122.4312159975","37.7515219998",,,,,"304","304-62","O-3",,,"24th St (Inner):  3700 - 4100","24th St/Castro/Church/Noe","POINT (-122.431215998 37.751522)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Noe Valley","8","22","84","84","3","5"
"155999",,"413-21470","-","0",,"ON",,"SFMTA","7","413211","M","UY",,"SS","MacKay","mkBeacon","Grey",,,"413","FILBERT ST","2147",,"5521000",,"-122.43548020140001","37.7979923998",,,,,"215","215-2","F-2",,,"Union St:1500-2200 Fillmore St","Filbert/Fillmore/Greenwich/Pix","POINT (-122.435480201 37.7979924)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Marina","2","13","15","15","4","6"
"151550",,"440-59190","-","0",,"ON",,"SFMTA","21","440591","M","-",,"SS","IPS","M5","Grey",,,"440","GEARY BLVD","5919",,"6080101",,"-122.4832409003","37.7800232981",,,,,"118","118-1","B-4",,,"Geary St: 5000 - 5200","Geary","POINT (-122.4832409 37.780023298)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"157353",,"444-00040","-","0",,"ON",,"SFMTA","1","444002","U","U5",,"-","-","-","-",,,"444","GRANT AVE","4",,"6381000",,"-122.40483419760001","37.7870658011",,,,,,,"I-3",,,,,"POINT (-122.404834198 37.787065801)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","19","19","6","3"
"158479",,"121-04120","-","0",,"ON",,"SFMTA","21","121042","M","-",,"SS","IPS","M5","Grey",,,"121","21ST AVE","412",,"1075000",,"-122.4803516627","37.7798826435",,,,,"118","118-1","B-3",,,"Geary St: 5000 - 5200","Geary","POINT (-122.480351663 37.779882643)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"150446",,"670-01200","670-01002","20",,"ON",,"SFMTA","2","670012","M","-",,"MS","MacKay","Elite","Grey",,,"670","STILLMAN ST","120",,"12192000",,"-122.3967554008","37.7814909023",,,,,"M-430","M430-2","M-3",,,"Harrison St: 600","Harrison St: 600 Stillman St: 10","POINT (-122.396755401 37.781490902)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"155169",,"568-31120","-","0",,"ON",,"SFMTA","29","568312","M","-",,"SS","IPS","M5","Grey",,,"568","MISSION ST","3112",,"9129000",,"-122.4186004006","37.7477519986",,,,,"307","307-2","R-5",,,"Mission St: 3100 - 3500","29th / Duncan / Mission / Valenc","POINT (-122.418600401 37.747751999)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bernal Heights","9","2","83","83","9","2"
"159354",,"471-10580","-","0",,"ON",,"SFMTA","14","471102","M","-",,"SS","MacKay","mkBeacon","Black",,,"471","HARRISON ST","1058",,"6727000",,"-122.4057152026","37.776105401",,,,,"407","407-3","N-4",,,"4th St: Unit 400 5th St:","Harrison - 1000","POINT (-122.405715203 37.776105401)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"160247",,"418-05180","-","0",,"ON",,"SFMTA","2","418052","U","U1",,"-","-","-","-",,,"418","FOLSOM ST","518",,"5657000",,"-122.3950616975","37.7869589989",,,,,,,"M-2",,,,,"POINT (-122.395061698 37.786958999)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","32","32","1","10"
"152825",,"700-10410","-","0",,"ON",,"SFMTA","4","700101","M","-",,"SS","MacKay","mkBeacon","Grey",,,"700","VALENCIA ST","1041",,"13070000",,"-122.4209132974","37.7558876973",,,,,"301","301-1","R-3",,,"Valencia 24th St 400 - 1200","Valencia: McCoppin - 24th St","POINT (-122.420913297 37.755887697)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"151450",,"564-01030","-","0",,"ON",,"SFMTA","16","564011","U","U9",,"-","-","-","-",,,"564","MCCOPPIN ST","103",,"8917001",,"-122.4227197987","37.7715026018",,,,,,,"J-5",,,,,"POINT (-122.422719799 37.771502602)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","6","20","32","32","1","10"
"154916",,"700-04500","-","0",,"ON",,"SFMTA","4","700042","M","-",,"SS","MacKay","mkBeacon","Grey",,,"700","VALENCIA ST","450",,"13059000",,"-122.4220253022","37.7652350002",,,,,"100","100","R-2",,,,,"POINT (-122.422025302 37.765235)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","37","37","3","5"
"150219",,"593-04010","-","0",,"ON",,"SFMTA","13","593041","U","U1",,"-","-","-","-",,,"593","O'FARRELL ST","401",,"9727000",,"-122.4114693009","37.7859378987",,,,,,,"J-2",,,,,"POINT (-122.411469301 37.785937899)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","20","20","5","10"
"156750",,"906-00160","906-00002","13",,"OFF",,"SFMTA","16","218412","M","-",,"MS","MacKay","EliteTango","Grey",,,"218","18TH ST","4116",,"892000",,"-122.43588940030001","37.761218302799996",,,,,"M-918","M918-1","R-1",,,"18th and Collingwood lot","18th and Collingwood lot","POINT (-122.4358894 37.761218303)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"156436",,"720-04430","720-04005","43",,"ON",,"SFMTA","1","720041","M","-",,"MS","MacKay","Elite","Grey",,,"720","WASHINGTON ST","443",,"13407000",,"-122.401338089","37.7956884102",,,,,"M-222","M222-1","G-2",,,"Washington St: 200 - 400","Washington St. 400","POINT (-122.401338089 37.79568841)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","108","108","6","3"
"152970",,"370-01190","-","0",,"ON",,"SFMTA","4","370011","M","-",,"SS","IPS","M5","Grey",,,"370","CAPP ST","119",,"3673000",,"-122.4185643026","37.7644700006",,,,,"DPT MOS","DPT MOS","R-2",,,,,"POINT (-122.418564303 37.764470001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"151904",,"386-03210","-","0",,"ON",,"SFMTA","1","386031","M","-",,"SS","IPS","M5","Grey",,,"386","DRUMM ST","321",,"4973000",,"-122.3972037991","37.7970466976",,,,,"DPT MOS","DPT MOS","G-2",,,,,"POINT (-122.397203799 37.797046698)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"151271",,"612-23260","-","0",,"ON",,"SFMTA","15","612232","T","UY",,"SS","IPS","M5","Grey",,,"612","POLK ST","2326",,"10579000",,"-122.4221895986","37.7984193013",,,,,"412","412-1","D-2",,,"Polk St: 100 - 2400","Polk 1800-2400","POINT (-122.422189599 37.798419301)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Russian Hill","3","32","105","105","4","3"
"160340",,"209-02480","-","0",,"ON",,"SFMTA","14","209022","M","-",,"SS","IPS","M5","Red",,,"209","09TH ST","248",,"453000",,"-122.4122458232","37.774141311600005",,,,,"DPT MOS","DPT MOS","N-2",,,,,"POINT (-122.412245823 37.774141312)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"160454",,"359-09160","-","0",,"ON",,"SFMTA","12","359092","M","-",,"SS","IPS","M5","Grey",,,"359","CLAY ST","916",,"4092000",,"-122.4085195025","37.7940221996",,,,,"213","213-2","I-4",,,"Clay St: 100 - 900","Clay: 100 - 900","POINT (-122.408519502 37.7940222)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"161526",,"651-10130","-","0",,"ON",,"SFMTA","12","651101","M","-",,"SS","IPS","M5","Grey",,,"651","SANSOME ST","1013",,"11556000",,"-122.40259090320001","37.7998439584",,,,,"205","205-1","G-1",,,"Sansome St: Unit-800 Battery S","Sansome: Unit - 800 Halleck","POINT (-122.402590903 37.799843958)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","North Beach","3","23","18","18","6","3"
"151249",,"831-04310","-","0",,"ON",,"PORT","2","831042","M","-",,"SS","IPS","M5","Grey",,,"831","EMBARCADERO SOUTH","431",,"12549201",,"-122.3878138994","37.7887425003",,,,,"614","614-2","Port 2",,,"South Embarcadero","South Embarcadero 400-700","POINT (-122.387813899 37.7887425)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","30","30","1","10"
"152376",,"386-03003","386-03003","0",,"ON",,"SFMTA","1","386031","P",,,"MS","MacKay","Tango","Grey",,,,"DRUMM ST","300",,"4973000",,"-122.3971135986","37.7966027026",,,,,"M-225","M225-1","G-2",,,"Drumm St: 200","Drumm St: 200","POINT (-122.397113599 37.796602703)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"152387",,"444-08030","-","0",,"ON",,"SFMTA","1","444081","M","UV",,"SS","IPS","M5","Yellow",,,"444","GRANT AVE","803",,"6395000",,"-122.40637150010001","37.7943936017",,,,,"DPT MOS","DPT MOS","G-3",,,,,"POINT (-122.4063715 37.794393602)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"157971",,"440-63120","-","0",,"ON",,"SFMTA","21","440632","M","-",,"SS","IPS","M5","Grey",,,"440","GEARY BLVD","6312",,"6084201",,"-122.48740580100001","37.7801028983",,,,,"118","118-2","B-4",,,"Geary St: 5000 - 5200","Geary","POINT (-122.487405801 37.780102898)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Outer Richmond","1","29","8","8","8","4"
"154652",,"118-24060","-","0",,"ON",,"SFMTA","26","118242","M","-",,"SS","IPS","M5","Grey",,,"118","18TH AVE","2406",,"846000",,"-122.4745386017","37.7428670981",,,,,"321","321-1","A-2",,,"Taraval St: 400 - 1800","Taraval","POINT (-122.474538602 37.742867098)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","46","46","10","8"
"153134",,"864-04600","-","0",,"ON",,"PORT","2","864042","M","-",,"SS","MacKay","mkBeacon","Grey",,,"864","SPEAR ST","460",,"12048000",,"-122.38863069909999","37.7881009997",,,,,"617","617-1","Port 2",,,"South Sea Wall Port","Spear Street | 400","POINT (-122.388630699 37.788101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","30","30","1","10"
"154182",,"330-05080","-","0",,"ON",,"SFMTA","2","330052","M","-",,"SS","IPS","M5","Grey",,,"330","BRANNAN ST","508",,"3080000",,"-122.3969264978","37.778133799200006",,,,,"DPT MOS","DPT MOS","N-4",,,,,"POINT (-122.396926498 37.778133799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"154531",,"224-30080","-","0",,"ON",,"SFMTA","29","224302","M","-",,"SS","IPS","M5","Grey",,,"224","24TH ST","3008",,"1336000",,"-122.4123344977","37.7526580998",,,,,"303","303-2","R-4",,,"24 St (Lower): 2700 - 3300","24th St Lower","POINT (-122.412334498 37.7526581)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Mission","9","20","53","53","3","2"
"159867",,"324-08330","-","0",,"ON",,"SFMTA","12","324081","T","U5",,"SS","IPS","M5","Green",,,"324","BATTERY ST","833",,"2763000",,"-122.4012748","37.7993121975",,,,,"203","203-3","G-1",,,"Broadway St: Unit - 800","Battery: 800 - 1200 Sansome","POINT (-122.4012748 37.799312197)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"153426",,"470-10940","-","0",,"ON",,"SFMTA","14","470102","U","UC",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","1094",,"7046000",,"-122.40933549750001","37.7781305023",,,,,,,"N-3",,,,,"POINT (-122.409335498 37.778130502)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","32","32","1","10"
"159734",,"320-01060","-","0",,"ON",,"SFMTA","33","320012","M","-",,"SS","IPS","M5","Green",,,"320","BACON ST","106",,"2580000",,"-122.40392559930001","37.727606899",,,,,"310","310-2","O-4",,,"San Bruno Ave: 2400 - 2700","San Bruno","POINT (-122.403925599 37.727606899)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Portola","9","25","91","91","2","2"
"150841",,"352-05440","-","0",,"ON",,"SFMTA","16","352052","M","-",,"SS","IPS","M5","Yellow",,,"352","CASTRO ST","544",,"3791000",,"-122.4349738003","37.7595307016",,,,,"305","305-2","R-1",,,"Market St: 1600-2300 Castro St","19th St / Castro / Market","POINT (-122.4349738 37.759530702)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Castro/Upper Market","8","5","38","38","3","5"
"154086",,"705-14420","-","0",,"ON",,"SFMTA","15","705142","M","-",,"SS","IPS","M5","Grey",,,"705","VALLEJO ST","1442",,"13107000",,"-122.4217621998","37.7969772005",,,,,"135","135-2","D-2",,,"Pacific St: Broadway St","Pacific 1500-1700","POINT (-122.4217622 37.7969772)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Russian Hill","3","32","105","105","4","3"
"155938",,"616-02050","-","0",,"ON",,"SFMTA","1","616021","U","U4",,"-","-","-","-",,,"616","POWELL ST","205",,"10677000",,"-122.40813841670001","37.7865720053",,,,,,,"I-3",,,,,"POINT (-122.408138417 37.786572005)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","3","36","19","19","6","3"
"154545",,"825-07110","-","0",,"ON",,"PORT","11","825071","M","-",,"SS","IPS","M5","Grey",,,"825","DAVIS ST","711",,"4610000",,"-122.3988858012","37.7994357021",,,,,"615","615-1","Port 1",,,"Grant Street Port","Davis/Front/Union Streets | 700/1000/Unit","POINT (-122.398885801 37.799435702)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","3","8","77","77","6","3"
"159967",,"700-16310","-","0",,"ON",,"SFMTA","29","700161","M","-",,"SS","MacKay","mkBeacon","Grey",,,"700","VALENCIA ST","1631",,"13076000",,"-122.4200875011","37.747261702",,,,,"307","307-2","R-5",,,"Mission St: 3100 - 3500","29th / Duncan / Mission / Valenc","POINT (-122.420087501 37.747261702)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Bernal Heights","9","2","83","83","9","2"
"160866",,"415-21040","-","0",,"ON",,"SFMTA","5","415212","M","-",,"SS","MacKay","mkBeacon","Grey",,,"415","FILLMORE ST","2104",,"5553000",,"-122.43382119920001","37.7891520009",,,,,"101","101-52","C-4",,,"Fillmore Hills: 2400 -1700","Fillmore: 2400-1700 Sutt: 2400","POINT (-122.433821199 37.789152001)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Pacific Heights","2","30","102","102","4","6"
"152422",,"680-07120","-","0",,"ON",,"SFMTA","26","680072","M","-",,"SS","IPS","M5","Grey",,,"680","TARAVAL ST","712",,"12393000",,"-122.4741348007","37.7432005972",,,,,"321","321-2","A-2",,,"Taraval St: 400 - 1800","Taraval","POINT (-122.474134801 37.743200597)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","44","44","10","8"
"160719",,"462-04100","-","0",,"ON",,"SFMTA","39","462042","M","-",,"SS","IPS","M5","Grey",,,"462","HAIGHT ST","410",,"6607000",,"-122.4292696023","37.772318602400006",,,,,"136","136-1","C-3",,,"Haight St: 400 - 500","Haight (Inner)","POINT (-122.429269602 37.772318602)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","26","26","4","11"
"150182",,"400-08430","-","0",,"ON",,"SFMTA","3","400081","M","-",,"SS","IPS","M5","Grey",,,"400","EDDY ST","843",,"5066000",,"-122.4221906995","37.7826662016",,,,,"402","402-1","E-4",,,"Eddy St: 100 - 900","Eddy: 100-800","POINT (-122.422190699 37.782666202)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Western Addition","2","39","100","100","4","11"
"152417",,"330-09540","-","0",,"ON",,"SFMTA","42","330092","M","-",,"SS","MacKay","mkBeacon","Grey",,,"330","BRANNAN ST","954",,"3089000",,"-122.40681139910001","37.7703247991",,,,,"418","418-2","S-1",,,"Brannan St: 700 - 900 9th St","9th-11th Brannan Bryant Harrison","POINT (-122.406811399 37.770324799)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","South of Market","6","34","33","33","1","10"
"159158",,"359-07360","-","0",,"ON",,"SFMTA","1","359072","M","UY",,"SS","IPS","M5","Grey",,,"359","CLAY ST","736",,"4088000",,"-122.40598859800001","37.7943433997",,,,,"213","213-2","I-4",,,"Clay St: 100 - 900","Clay: 100 - 900","POINT (-122.405988598 37.7943434)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Chinatown","3","6","104","104","6","3"
"153089",,"701-04070","-","0",,"ON",,"SFMTA","3","701041","M","-",,"SS","IPS","M5","Grey",,,"701","VAN NESS AVE","407",,"13146101",,"-122.4202597995","37.7793265999",,,,,"410","410-3","J-4",,,"Van Ness Ave: 200 - 2100","Van Ness 600","POINT (-122.4202598 37.7793266)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","21","21","4","11"
"152190",,"467-01210","-","0",,"ON",,"SFMTA","3","467011","M","-",,"SS","MacKay","mkBeacon","Green",,,"467","HICKORY ST","121",,"6899000",,"-122.4219322016","37.7755542015",,,,,"423","423-51","J-5",,,"Hickory St: Unit - 100","Hickory: 100","POINT (-122.421932202 37.775554201)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","21","21","4","11"
"154905",,"464-04280","-","0",,"ON",,"SFMTA","3","464042","M","UV",,"SS","IPS","M5","Grey",,,"464","HAYES ST","428",,"6816000",,"-122.4241960977","37.776790398100005",,,,,"411","411-2","J-5",,,"Gough St: Unit - 500","Hayes / Fell / Oak","POINT (-122.424196098 37.776790398)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Hayes Valley","5","9","22","22","4","11"
"155674",,"591-26300","-","0",,"ON",,"SFMTA","31","591262","M","-",,"SS","IPS","M5","Grey",,,"591","OCEAN AVE","2630",,"9848000",,"-122.473863702","37.7320605003",,,,,"319","319-2","O-1",,,"Ocean ave: 2300-2600 Holloway","Ocean 2400-2600","POINT (-122.473863702 37.7320605)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","West of Twin Peaks","7","41","62","62","10","8"
"152212",,"470-00730","-","0",,"ON",,"SFMTA","1","470001","M","-",,"SS","IPS","M5","Grey",,,"470","HOWARD ST","73",,"7028000",,"-122.3922526983","37.7914038998",,,,,"404","404-1","M-1",,,"Howard St: Unit - 600 Bryan St","Howard Unit-600","POINT (-122.392252698 37.7914039)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Financial District/South Beach","6","8","108","108","1","10"
"151535",,"442-02310","-","0",,"ON",,"SFMTA","13","442021","T","UC",,"SS","IPS","M5","Grey",,,"442","GOLDEN GATE AVE","231",,"6262000",,"-122.41486440199999","37.7816681013",,,,,"DPT MOS","DPT MOS","J-3",,,,,"POINT (-122.414864402 37.781668101)","2024-04-29T17:01:40.000","2024-12-03T14:47:03.000","Tenderloin","5","36","21","21","5","10"
